-6.338702820385259784e+00,5.526192215069400504e+00
-6.335852287853519726e+00,5.548720386608710697e+00
-6.375403069103519726e+00,5.503229168041820607e+00
-3.996235273922250197e+00,4.418213632687200132e+00
-4.497777126873300446e+00,4.898074176891910270e+00
-6.462112091625499488e+00,6.368261840923900685e+00
-3.138649843776979864e+00,3.429172781094180333e+00
-7.006264351452159644e+00,6.099402931316959986e+00
-4.717912815655040504e+00,5.845492389782539711e+00
-4.616456173504159821e+00,5.595716503246888962e+00
-3.962982557857789967e+00,5.763599422558419505e+00
-6.380736015880869694e+00,5.539182689770330015e+00
-6.389422081554690713e+00,5.555301216229070249e+00
-5.775413178051279850e+00,6.161163356884590492e+00
-3.112483404720590041e+00,5.051168945416080192e+00
-5.533772610271739723e+00,6.000245597942940101e+00
-6.491529129589359570e+00,6.478931453808419505e+00
-6.564493321026129813e+00,6.600696590527169505e+00
-6.466807983959480310e+00,6.570014503582589427e+00
-3.237408541286749930e+00,3.670695093258490083e+00
-3.539546869839000021e+00,4.352380540951360288e+00
-4.537760399425790681e+00,5.804532554730049476e+00
-4.784007214153570331e+00,5.704926517590160451e+00
-4.557634018505380524e+00,5.813907173260320249e+00
-3.707130812252330099e+00,5.745352295025459632e+00
-3.841203116024299646e+00,5.246446636303530475e+00
-3.339357756222049556e+00,5.432361152752510414e+00
-6.719979904735850162e+00,6.392374542339910093e+00
-4.166984461391729511e+00,5.501407173260320249e+00
-4.964577816570559854e+00,5.438744571789369431e+00
-3.906387232387819708e+00,5.692777660473460344e+00
-2.571253441417979957e+00,2.572437193974129954e+00
-4.909218453014659644e+00,5.384190109356509879e+00
-4.499303482616710426e+00,5.885610607250800541e+00
-4.626160763347909821e+00,5.804877307995430336e+00
-4.007136486614509607e+00,5.162225750073070607e+00
-4.449738167370120401e+00,5.487022903545970109e+00
-5.351533077801030380e+00,5.859101799114808884e+00
-6.382939957226080097e+00,5.643145111187569896e+00
-6.376348160351080097e+00,5.617656734570140031e+00
-4.831486843670170117e+00,5.600610759838691166e+00
-4.061957739437380255e+00,5.795343902691469040e+00
-3.683018587673470456e+00,5.793826606854070249e+00
-5.674107216442389579e+00,6.102720764263740882e+00
-3.848485373104379992e+00,5.797139671429269114e+00
-5.142356060589120759e+00,5.558712986096019826e+00
-4.601666115368169940e+00,5.751257923229799118e+00
-2.875356100643439827e+00,5.319508102520580373e+00
